IDMEDIDOR;FECHA;MINIMA;MINIMA2;MAXIMA
2058;2012-07-04 00:00:00;-9,7;-4,2;15,2
2058;2012-07-05 00:00:00;-9,8;-3,2;10,8
2058;2012-07-06 00:00:00;-11,8;-4,8;12,5
2058;2012-07-07 00:00:00;-10,5;-3,6;16,8
2058;2012-07-08 00:00:00;-3;0,6;16,8
2058;2012-07-09 00:00:00;-6;-2,2;15
2058;2012-07-10 00:00:00;-7,5;-1,8;9,5
2058;2012-07-11 00:00:00;-9,4;-2,8;15,8
2058;2012-07-12 00:00:00;-6;0,1;18,5
2058;2012-07-13 00:00:00;-1,8;3;16,7
2058;2012-07-14 00:00:00;-11;-6;8,9
2058;2012-07-15 00:00:00;-9,9;-4,2;9,5
2058;2012-07-16 00:00:00;-7,2;-4;14,5
2058;2012-07-17 00:00:00;-8;-3,2;20
2058;2012-07-18 00:00:00;-3,6;1;21,8
2058;2012-07-19 00:00:00;-7,3;-2,2;22
2058;2012-07-20 00:00:00;-5;-0,2;15,5
2058;2012-07-21 00:00:00;-6,2;-0,2;18
2058;2012-07-22 00:00:00;-10,4;-5,2;18,8
2058;2012-07-23 00:00:00;0,2;2,8;17,2
2058;2012-07-24 00:00:00;-8;-2,2;12,3
2058;2012-07-25 00:00:00;-14,4;-6,4;18,8
2058;2012-07-26 00:00:00;-5;-0,8;11
2058;2012-07-27 00:00:00;-13,2;-6,8;16,8
2058;2012-07-28 00:00:00;-8;-3,2;21,5
2058;2012-07-29 00:00:00;-3,5;1,2;13
2058;2012-07-30 00:00:00;-14,6;-7,4;13,2
2058;2012-07-31 00:00:00;-10,5;-5;14
2058;2012-08-01 00:00:00;-6,2;-0,8;14,8
2058;2012-08-02 00:00:00;-5;-1;15
2058;2012-08-03 00:00:00;-6,4;-2,8;15,2
2058;2012-08-04 00:00:00;-4;0,2;17,6
2058;2012-08-05 00:00:00;-5,5;-2,4;17,6
2058;2012-08-06 00:00:00;8;9;14,3
2058;2012-10-13 00:00:00;8,2;11,8;26,8
2058;2012-10-14 00:00:00;11;14,4;28,3
2058;2012-10-15 00:00:00;15,6;16;17
2058;2012-10-16 00:00:00;10,5;10,8;18,7
2058;2012-10-17 00:00:00;9,3;10,8;22,2
2058;2012-10-18 00:00:00;5,5;10,4;23,5
2058;2012-10-19 00:00:00;12,7;14,2;25,5
2058;2012-10-20 00:00:00;13;14,8;24,4
2058;2012-10-21 00:00:00;8,5;11;22,9
2058;2012-11-05 00:00:00;13,2;15,8;30
2058;2012-11-06 00:00:00;8,3;12;32,8
2058;2012-11-07 00:00:00;17,5;19,2;33,4
2058;2012-11-08 00:00:00;17,5;20,4;34,6
2058;2012-11-09 00:00:00;12,5;13,8;21
2058;2012-11-10 00:00:00;3,5;6,2;19,6
2058;2012-11-11 00:00:00;0;4,2;23
2058;2012-10-22 00:00:00;11,5;12,2;13,5
2058;2012-10-23 00:00:00;9;9,6;21,2
2058;2012-10-24 00:00:00;2,8;7,3;21,5
2058;2012-10-25 00:00:00;0;6,4;26,5
2058;2012-10-26 00:00:00;7;11;27,5
2058;2012-10-27 00:00:00;10,5;12,2;23,5
2058;2012-10-28 00:00:00;3,5;6,8;26
2058;2012-10-29 00:00:00;15,5;17;21
2058;2012-10-30 00:00:00;2,6;6;NULL
2058;2012-10-31 00:00:00;9;11,8;27,8
2058;2012-11-01 00:00:00;4,2;7,8;27,5
2058;2012-11-02 00:00:00;6;10,8;28,8
2058;2012-11-03 00:00:00;11,5;13,4;27,8
2058;2012-11-04 00:00:00;7,7;11,7;29,2
2058;2013-03-10 00:00:00;10,5;14,1;24,4
2058;2013-03-11 00:00:00;8,3;11;28
2058;2013-03-12 00:00:00;2,8;7;24,5
2058;2013-03-13 00:00:00;8,7;9,1;18,5
2058;2013-03-14 00:00:00;1,8;5,4;16,5
2058;2013-03-15 00:00:00;1,5;7,2;18,7
2058;2013-03-16 00:00:00;2;5,8;18,5
2058;2013-03-17 00:00:00;10,5;12,2;20,5
2058;2013-03-18 00:00:00;3,7;6,9;22,5
2058;2013-03-19 00:00:00;4,5;8,2;24,5
2058;2013-03-20 00:00:00;8,5;11;25,5
2058;2013-03-21 00:00:00;9;12;23,2
2058;2013-03-22 00:00:00;-2,6;2;27
2058;2013-03-23 00:00:00;3,5;7,2;29
2058;2013-03-24 00:00:00;9,5;13,8;28
2058;2013-03-25 00:00:00;7,1;11,2;24,5
2058;2013-03-26 00:00:00;-2,2;3,2;28,5
2058;2013-03-27 00:00:00;3,3;8,1;29
2058;2013-03-28 00:00:00;6,9;9,7;31,1
2058;2013-03-29 00:00:00;7,3;10,4;30
2058;2013-03-30 00:00:00;7,5;11;30
2058;2013-03-31 00:00:00;11,3;15;16,6
2058;2013-04-01 00:00:00;12,4;13,8;18,6
2058;2013-04-02 00:00:00;11,8;12;17
2058;2013-04-03 00:00:00;13;13,5;21
2058;2013-04-04 00:00:00;13,8;14;23
2058;2013-04-05 00:00:00;8;12;26,5
2058;2013-04-06 00:00:00;5,5;9,4;19,5
2058;2013-04-07 00:00:00;-1,8;3,2;24,5
2058;2013-04-08 00:00:00;0,5;6;26,2
2058;2013-04-09 00:00:00;6,5;9,8;26,7
2058;2013-04-10 00:00:00;12,9;14,8;18,8
2058;2013-04-11 00:00:00;7;8,4;21
2058;2013-04-12 00:00:00;-2,2;2,4;16,8
2058;2013-04-13 00:00:00;-5,5;-1,7;21
2058;2013-04-14 00:00:00;3,7;7,3;27,6
2058;2013-04-15 00:00:00;4;8,5;28,5
2058;2013-04-16 00:00:00;5,5;9,2;26,2
2058;2013-04-17 00:00:00;8,6;11,4;29,8
2058;2013-04-18 00:00:00;9;12;31
2058;2013-04-19 00:00:00;6;11,6;30,5
2058;2013-04-20 00:00:00;7;8,2;27,8
2058;2013-04-21 00:00:00;8,5;11,4;28,2
2058;2013-04-22 00:00:00;9,3;12,2;28,5
2058;2013-04-23 00:00:00;8,6;11,8;28,5
2058;2013-04-24 00:00:00;11,7;14,7;29,5
2058;2013-04-25 00:00:00;12,2;14,8;28,8
2058;2013-04-26 00:00:00;8,5;11,6;29,3
2058;2013-04-27 00:00:00;10;13,2;17
2058;2013-04-28 00:00:00;9,8;11,4;21,5
2058;2013-04-29 00:00:00;3,9;6;23,5
2058;2013-04-30 00:00:00;3,5;7,8;25
2058;2013-05-01 00:00:00;10;13;23,2
2058;2013-05-02 00:00:00;14;15;20,5
2058;2013-05-03 00:00:00;8,2;10,4;20,2
2058;2013-05-04 00:00:00;8,4;10,4;21,8
2058;2013-05-05 00:00:00;-0,5;3,2;23,2
2058;2013-05-06 00:00:00;2;7,2;20,8
2058;2013-05-07 00:00:00;-7,4;-1,8;21,8
2058;2013-05-08 00:00:00;-1,5;3,4;27,8
2058;2013-05-09 00:00:00;-1,5;3,4;25,8
2058;2013-05-10 00:00:00;7,5;11,3;27,3
2058;2013-05-11 00:00:00;-0,5;4;21,5
2058;2013-05-12 00:00:00;-3,2;1,6;20,5
2058;2013-05-13 00:00:00;-3,7;0,2;20,5
2058;2013-05-14 00:00:00;-4,5;1,8;17
2058;2013-05-15 00:00:00;-14,5;-7,1;13
2058;2013-05-16 00:00:00;-11;-5,2;16,5
2058;2013-05-17 00:00:00;-9;-2,2;17,5
2058;2013-05-18 00:00:00;-1,5;2,5;13,2
2058;2013-05-19 00:00:00;5,4;7,9;13,6
2058;2013-05-20 00:00:00;-1,5;0,4;18
2058;2013-05-21 00:00:00;-1,5;0,3;13,7
2058;2013-05-22 00:00:00;-4,3;-2,2;18,8
2058;2013-05-23 00:00:00;-2;1,2;21,2
2058;2013-05-24 00:00:00;0,3;6,2;17,8
2058;2013-05-25 00:00:00;0;3,6;22,5
2058;2013-05-26 00:00:00;-0,5;4;21,3
2058;2013-05-27 00:00:00;-2,4;2;5,8
2058;2013-05-28 00:00:00;5;7,2;18,5
2058;2013-05-29 00:00:00;-2;4,8;17,5
2058;2013-05-30 00:00:00;-2,2;4,2;25
2058;2013-05-31 00:00:00;7,5;9,8;22
2058;2013-01-27 00:00:00;10,4;14,6;37,8
2058;2013-06-08 00:00:00;-10,5;-5;17
2058;2013-06-09 00:00:00;-6;-1,8;20,3
2058;2013-06-10 00:00:00;-6,8;-1,5;24,2
2058;2013-06-11 00:00:00;1,3;6,1;24,7
2058;2013-06-12 00:00:00;-3,5;-1;23,5
2058;2013-06-13 00:00:00;0,5;5;25
2058;2013-06-14 00:00:00;0,5;3,8;12
2058;2013-06-15 00:00:00;0,7;4,2;21
2058;2013-06-16 00:00:00;6,2;8;12,9
2058;2013-06-17 00:00:00;-13,8;-7,5;14
2058;2013-06-18 00:00:00;-4,6;-1,6;12,6
2058;2013-06-19 00:00:00;-14,4;-7,9;12,5
2058;2013-06-20 00:00:00;-11;-3,6;12
2058;2013-06-21 00:00:00;-7,5;-1,4;18,5
2058;2013-06-22 00:00:00;-1;2,2;11,5
2058;2013-06-23 00:00:00;-10,2;-5,8;15,8
2058;2012-12-18 00:00:00;7,5;11,2;27,5
2058;2012-12-19 00:00:00;15;15,5;18
2058;2012-12-20 00:00:00;10,5;13;24,5
2058;2012-12-21 00:00:00;4,4;7,8;26
2058;2012-12-22 00:00:00;13;16;30,8
2058;2012-12-23 00:00:00;16,5;19,4;34
2058;2012-12-24 00:00:00;18;24,6;35,4
2058;2012-12-25 00:00:00;14,5;16,2;26,5
2058;2012-12-26 00:00:00;3,2;7,8;26
2058;2013-01-06 00:00:00;13;16,8;34,5
2058;2013-01-07 00:00:00;17,5;21,2;28,3
2058;2013-01-08 00:00:00;11;15,8;30,8
2058;2013-01-09 00:00:00;9;13,2;33,2
2058;2013-01-10 00:00:00;14;18;35,7
2058;2013-01-11 00:00:00;20,5;22,2;34,5
2058;2013-01-12 00:00:00;19,8;21,4;34,2
2058;2013-01-13 00:00:00;15,5;17,4;31,5
2058;2013-01-14 00:00:00;16,7;18,8;32,5
2058;2013-01-15 00:00:00;15,7;19;33
2058;2013-01-16 00:00:00;16,7;18,5;29
2058;2013-01-17 00:00:00;12,5;14,8;29
2058;2013-01-18 00:00:00;12,5;15;30
2058;2013-01-19 00:00:00;15,5;16,6;26,3
2058;2013-01-20 00:00:00;8,5;11,2;27,5
2058;2013-01-21 00:00:00;9,8;13,1;29,8
2058;2013-01-22 00:00:00;16;18,3;31,3
2058;2013-01-23 00:00:00;15,1;18,7;35,8
2058;2013-01-24 00:00:00;12,4;16,5;29,3
2058;2013-01-25 00:00:00;4;7,6;24,5
2058;2013-01-26 00:00:00;7,6;8,8;30,5
2058;2013-07-08 00:00:00;-7,5;-3,2;12
2058;2013-07-09 00:00:00;5,5;6,2;10
2058;2013-06-24 00:00:00;-2,5;13,2;14
2058;2013-06-25 00:00:00;-8,5;-3,6;19,7
2058;2013-06-26 00:00:00;-4,5;4;21,7
2058;2013-06-27 00:00:00;-0,8;4,8;15,8
2058;2013-06-28 00:00:00;-0,6;2,8;20
2058;2013-06-29 00:00:00;-8,5;-1,5;15
2058;2013-06-30 00:00:00;-4,2;-2,3;13,5
2058;2013-07-01 00:00:00;-6,5;0,2;18,5
2058;2012-12-27 00:00:00;9;11,6;27
2058;2012-12-28 00:00:00;9,5;13,2;26,5
2058;2012-12-29 00:00:00;7,5;12,4;32
2058;2013-07-02 00:00:00;3;7;10,4
2058;2013-07-03 00:00:00;-3,2;0,2;11,3
2058;2013-07-04 00:00:00;1;4,3;17
2058;2013-07-05 00:00:00;1,5;5,4;10
2058;2013-07-06 00:00:00;4,5;6;12
2058;2013-07-07 00:00:00;-5;-1;9,7
2058;2013-06-01 00:00:00;0,1;3,2;24,5
2058;2013-06-02 00:00:00;1,5;6,2;19,5
2058;2013-06-03 00:00:00;2,3;7,1;23,5
2058;2013-06-04 00:00:00;4,5;9;23
2058;2013-06-05 00:00:00;1,3;7,5;20
2058;2013-06-06 00:00:00;-8;-2;18
2058;2013-06-07 00:00:00;-3,5;2;20,5
2058;2012-12-30 00:00:00;8,5;13;35,6
2058;2012-12-31 00:00:00;13,5;15;27
2058;2013-01-01 00:00:00;1,3;4,2;21,5
2058;2013-01-02 00:00:00;2;8,3;25
2058;2013-01-03 00:00:00;13;16;30,5
2058;2013-01-04 00:00:00;13,8;16,4;28
2058;2013-01-05 00:00:00;12,5;14,2;30
2058;2013-01-28 00:00:00;16,9;21,3;28,3
2058;2013-01-29 00:00:00;16,5;19,6;33,2
2058;2013-01-30 00:00:00;11;13;33,5
2058;2013-01-31 00:00:00;17,5;20,2;33,6
2058;2013-02-01 00:00:00;16;18,8;35
2058;2013-02-02 00:00:00;8,3;13,8;29
2058;2013-02-03 00:00:00;6;9,8;29,7
2058;2013-02-04 00:00:00;12,4;15,6;32,3
2058;2013-02-05 00:00:00;11;15;32,8
2058;2013-02-06 00:00:00;13,4;16,1;34
2058;2013-02-07 00:00:00;12,2;16,8;32
2058;2013-02-08 00:00:00;11,6;15;33,2
2058;2013-02-09 00:00:00;17,9;18,8;34,6
2058;2013-02-10 00:00:00;17;19,6;30
2058;2013-02-11 00:00:00;12,5;15;34,3
2058;2013-02-12 00:00:00;16;19,1;32,4
2058;2013-02-13 00:00:00;8,5;12;31
2058;2012-11-12 00:00:00;1;7,4;25,2
2058;2012-11-13 00:00:00;4,5;10,2;25
2058;2012-11-14 00:00:00;8,5;11,4;26,8
2058;2012-11-15 00:00:00;10,8;13,2;28,8
2058;2012-11-16 00:00:00;13,2;16,8;27,8
2058;2012-11-17 00:00:00;12,5;15,2;23,6
2058;2012-11-18 00:00:00;10,5;12,2;27
2058;2012-11-19 00:00:00;9,5;13;32
2058;2012-11-20 00:00:00;12;15,2;31,8
2058;2012-11-21 00:00:00;16,6;20;30,5
2058;2012-11-22 00:00:00;13;13,8;23,5
2058;2012-11-23 00:00:00;6,8;10;25,5
2058;2012-11-24 00:00:00;1,8;6,8;24,6
2058;2012-11-25 00:00:00;8;11,8;23,5
2058;2012-11-26 00:00:00;5,8;9;28,8
2058;2012-11-27 00:00:00;12;16,2;32,5
2058;2012-11-28 00:00:00;3,4;10,4;28,8
2058;2012-11-29 00:00:00;12,5;14;28,7
2058;2012-11-30 00:00:00;12;12,8;24,7
2058;2012-12-01 00:00:00;9;13;29
2058;2012-12-02 00:00:00;13;17;34
2058;2012-12-03 00:00:00;11,3;14;27,5
2058;2012-12-04 00:00:00;13;15,4;29,3
2058;2012-12-05 00:00:00;17,6;18;29,5
2058;2012-12-06 00:00:00;18,5;19;24
2058;2012-12-07 00:00:00;8;11;25
2058;2012-12-08 00:00:00;8,5;12,2;29,2
2058;2012-12-09 00:00:00;8,5;13;34,5
2058;2012-12-10 00:00:00;17,9;19,5;28,5
2058;2012-12-11 00:00:00;6,5;11,2;32
2058;2012-12-12 00:00:00;11;14,6;31,2
2058;2012-12-13 00:00:00;3,8;8,6;27,5
2058;2012-12-14 00:00:00;10,5;15,4;32
2058;2012-12-15 00:00:00;4,4;9,7;29,1
2058;2012-12-16 00:00:00;11,5;15,4;31,9
2058;2012-12-17 00:00:00;2;9,4;25
2058;2013-02-14 00:00:00;9;14;33,3
2058;2013-02-15 00:00:00;13;17,8;35,5
2058;2013-02-16 00:00:00;18;19,6;34,8
2058;2013-02-17 00:00:00;12,5;15,2;23,5
2058;2013-02-18 00:00:00;-0,1;3,8;NULL
2058;2013-02-19 00:00:00;7,2;12,2;25
2058;2013-02-20 00:00:00;6,5;10,2;25,5
2058;2013-02-21 00:00:00;6;9,6;27,5
2058;2013-02-22 00:00:00;10;13,8;29,7
2058;2013-02-23 00:00:00;17,7;20;31
2058;2013-02-24 00:00:00;6,6;9;27,5
2058;2013-02-25 00:00:00;1;5,6;23,3
2058;2013-02-26 00:00:00;-2,6;2,8;25,5
2058;2013-02-27 00:00:00;5,6;10,5;30,3
2058;2013-02-28 00:00:00;14,5;17,2;29,5
2058;2013-03-01 00:00:00;15,4;16;20,5
2058;2013-03-02 00:00:00;8,8;12;21,5
2058;2013-03-03 00:00:00;6;8,4;22,2
2058;2013-03-04 00:00:00;2;6;24,2
2058;2013-03-05 00:00:00;5;9,2;27,5
2058;2013-03-06 00:00:00;11;13,3;25
2058;2013-03-07 00:00:00;2,6;6,8;22,3
2058;2013-03-08 00:00:00;7,6;11,2;28,9
2058;2013-03-09 00:00:00;12,6;14,7;29
2058;2013-07-17 00:00:00;-5,2;-0,8;22
2058;2013-07-18 00:00:00;1,5;2,6;8,3
2058;2013-07-19 00:00:00;-11,5;-6,8;10,3
2058;2013-07-20 00:00:00;-6,5;-2,8;9,7
2058;2013-07-21 00:00:00;-5;2,8;7,7
2058;2013-07-22 00:00:00;-3;-1,8;8,5
2058;2013-07-23 00:00:00;-13;-5,8;11,3
2058;2013-07-24 00:00:00;-12,5;-6,8;16
2058;2013-07-25 00:00:00;-3,5;0,2;18,5
2058;2013-07-26 00:00:00;-3;1,5;17,3
2058;2013-07-27 00:00:00;-5,5;-2,4;17
2058;2013-07-28 00:00:00;-6;-1,6;19
2058;2013-07-29 00:00:00;-5,2;-1,6;21,7
2058;2013-07-30 00:00:00;4,5;8,8;17
2058;2013-07-31 00:00:00;7,8;9;17,5
2058;2013-08-01 00:00:00;-1,5;0;15
2058;2013-08-02 00:00:00;-8;-3;16,5
2058;2013-08-03 00:00:00;-0,3;0,1;14
2058;2013-08-04 00:00:00;-4,5;-1;21
2058;2013-08-05 00:00:00;0,2;3,2;20,5
2058;2013-08-06 00:00:00;-6,5;-1,2;20,5
2058;2013-08-07 00:00:00;6,5;8;16,5
2058;2013-08-08 00:00:00;-1,8;2,2;13,5
2058;2013-08-09 00:00:00;-11;-6,8;25,5
2058;2013-08-10 00:00:00;-8;-1,8;20,3
2058;2013-08-11 00:00:00;5,5;8,6;11,5
2058;2013-08-12 00:00:00;1;2,8;11,5
2058;2013-08-13 00:00:00;-10,5;-6;13,5
2058;2013-08-14 00:00:00;-10,8;-6,4;17
2058;2013-08-15 00:00:00;-2,6;0;20,8
2058;2013-08-16 00:00:00;-5;-2;16
2058;2013-08-17 00:00:00;-8;-3;19,8
2058;2013-08-18 00:00:00;-1,5;2;23,6
2058;2013-08-19 00:00:00;-0,7;4,2;23
2058;2013-08-20 00:00:00;-6,6;-1,6;24,3
2058;2013-08-21 00:00:00;-4,2;1,2;23,3
2058;2013-08-22 00:00:00;-5,5;-2,8;13,8
2058;2013-08-23 00:00:00;-17;-9,8;8,7
2058;2013-10-06 00:00:00;1;5;27,5
2058;2013-12-25 00:00:00;20;21;33,4
2058;2013-12-26 00:00:00;14;19;32,4
2058;2013-12-27 00:00:00;11;14;32
2058;2013-12-28 00:00:00;13;16;36,6
2058;2013-12-29 00:00:00;15;17;37
2058;2013-12-30 00:00:00;13;19;33
2058;2013-12-31 00:00:00;10,5;13;31,5
2058;2014-01-01 00:00:00;13;17,4;28,5
2058;2014-01-02 00:00:00;12,5;16,5;26,5
2058;2014-01-03 00:00:00;0,6;5,4;21
2058;2014-01-04 00:00:00;7,5;12;35
2058;2014-01-05 00:00:00;12,8;15,8;38,5
2058;2014-01-06 00:00:00;17,5;21,1;40,5
2058;2014-01-07 00:00:00;12,1;16,5;34,2
2058;2014-01-08 00:00:00;6,5;26;35,5
2058;2014-01-09 00:00:00;16,2;20,1;35,5
2058;2014-01-10 00:00:00;8,9;12,5;31,5
2058;2013-10-07 00:00:00;4;8,7;27
2058;2013-10-08 00:00:00;8,7;12,1;29,5
2058;2013-10-09 00:00:00;9,4;12,2;22
2058;2013-10-10 00:00:00;-0,2;4,2;25
2058;2013-10-11 00:00:00;7;8,8;16,5
2058;2013-10-12 00:00:00;6,5;10;17
2058;2013-10-13 00:00:00;8,5;11,8;19
2058;2013-10-14 00:00:00;6,5;9,8;18
2058;2013-10-15 00:00:00;9,1;12,2;29,3
2058;2013-10-16 00:00:00;14,5;15,5;26,5
2058;2013-10-17 00:00:00;10,6;13,8;26,5
2058;2013-10-18 00:00:00;10,4;14,2;29,5
2058;2013-10-19 00:00:00;10,5;14,4;27,5
2058;2013-10-20 00:00:00;10,5;14;23,5
2058;2013-10-21 00:00:00;0,9;4,4;18,5
2058;2013-10-22 00:00:00;8,6;11,2;23,5
2058;2014-01-11 00:00:00;4,2;8,9;29
2058;2014-01-12 00:00:00;10,2;13;29,5
2058;2014-01-13 00:00:00;11;23,2;34
2058;2014-01-14 00:00:00;15,2;18,2;37
2058;2014-01-15 00:00:00;16,5;20;39,8
2058;2014-01-16 00:00:00;17,4;18,6;42
2058;2014-01-17 00:00:00;24,4;27,9;44,5
2058;2014-01-18 00:00:00;21,5;23,2;41
2058;2014-01-19 00:00:00;18,2;19,4;36,5
2058;2014-01-20 00:00:00;18,9;21,2;39
2058;2014-01-21 00:00:00;15,6;18,4;33,8
2058;2014-01-22 00:00:00;15,2;18,5;36,5
2058;2014-01-23 00:00:00;20,5;20,8;29,3
2058;2014-01-24 00:00:00;7,2;9,8;23,5
2058;2014-01-25 00:00:00;3,5;8;25,5
2058;2014-01-26 00:00:00;7,5;11,2;31
2058;2014-01-27 00:00:00;13,5;16,2;32
2058;2014-01-28 00:00:00;16;17,8;34
2058;2014-01-29 00:00:00;8,2;10,5;34
2058;2014-01-30 00:00:00;19,2;21;37,5
2058;2014-01-31 00:00:00;17;21;33,5
2058;2014-02-01 00:00:00;15,5;17,4;31
2058;2014-02-02 00:00:00;14,5;15,8;31
2058;2014-02-03 00:00:00;14;16,2;32
2058;2014-02-04 00:00:00;17,2;19;29
2058;2014-02-05 00:00:00;18,5;20;29
2058;2013-10-23 00:00:00;5,6;8,4;21
2058;2013-10-24 00:00:00;-1,6;0,6;20
2058;2013-10-25 00:00:00;5;7,8;18
2058;2013-10-26 00:00:00;2,5;5,4;28
2058;2013-10-27 00:00:00;3,5;6,7;24
2058;2013-10-28 00:00:00;9,5;12,8;30,5
2058;2013-10-29 00:00:00;11,5;14,2;28,5
2058;2013-10-30 00:00:00;10;13,2;21,8
2058;2013-10-31 00:00:00;10,5;12,4;24
2058;2013-11-01 00:00:00;14,4;15,1;24
2058;2013-11-02 00:00:00;5;7,4;25,5
2058;2013-11-03 00:00:00;4;8,6;30,8
2058;2013-11-04 00:00:00;10;12,8;31
2058;2013-11-05 00:00:00;10,9;13,8;31,8
2058;2013-11-06 00:00:00;14,4;17,6;31,5
2058;2013-11-07 00:00:00;12,9;14,8;25
2058;2013-11-08 00:00:00;8,7;11,4;27
2058;2013-11-09 00:00:00;10,4;11;23
2058;2013-11-10 00:00:00;11,2;11;21,5
2058;2013-11-11 00:00:00;9,4;11,5;27,5
2058;2013-11-12 00:00:00;6,2;10,4;25,5
2058;2013-11-13 00:00:00;8,7;11,3;32,5
2058;2013-11-14 00:00:00;16,2;18,9;32
2058;2013-11-15 00:00:00;10,5;12,8;29,3
2058;2013-11-16 00:00:00;5;9,8;30,2
2058;2013-11-17 00:00:00;9,5;11,4;32,7
2058;2013-11-18 00:00:00;12,3;16,8;29,5
2058;2013-11-19 00:00:00;0,7;4,8;28,5
2058;2013-11-20 00:00:00;8,9;11,9;32
2058;2013-11-21 00:00:00;9,5;13,4;36
2058;2013-11-22 00:00:00;18,1;20,8;36,3
2058;2013-11-23 00:00:00;18,5;21;35,5
2058;2013-11-24 00:00:00;16,3;17,3;21
2058;2013-11-25 00:00:00;12,5;13;22,3
2058;2013-11-26 00:00:00;7,5;8,8;19,8
2058;2013-11-27 00:00:00;9,5;10,8;25,5
2058;2013-11-28 00:00:00;6,7;9,9;29,5
2058;2013-11-29 00:00:00;8,6;12,4;33
2058;2013-11-30 00:00:00;12;17,2;34,2
2058;2013-12-01 00:00:00;10,5;14,2;34,5
2058;2013-12-02 00:00:00;11,3;16;32
2058;2013-12-03 00:00:00;-0,4;5,4;29
2058;2013-12-04 00:00:00;8;13;30,5
2058;2013-12-05 00:00:00;4,8;10,8;27,5
2058;2013-12-06 00:00:00;4,5;8,6;31,5
2058;2013-12-07 00:00:00;10;10,6;36,5
2058;2013-12-08 00:00:00;18,5;20,6;24,5
2058;2013-12-09 00:00:00;12,4;15,2;28
2058;2013-12-10 00:00:00;8,7;12;30,5
2058;2013-08-24 00:00:00;-0,2;1,4;6,5
2058;2013-08-25 00:00:00;0;2,2;11
2058;2013-08-26 00:00:00;-7,2;-4,2;12,5
2058;2013-08-27 00:00:00;0,4;3;27,5
2058;2013-08-28 00:00:00;-1,2;7;31,2
2058;2013-08-29 00:00:00;-1;4,8;34
2058;2013-08-30 00:00:00;-1;2,4;29
2058;2013-08-31 00:00:00;1,5;4,7;25,5
2058;2013-09-01 00:00:00;-1,5;4,8;22
2058;2013-09-02 00:00:00;6,6;9,8;18
2058;2013-09-03 00:00:00;-8;-2,1;15,2
2058;2013-09-04 00:00:00;0,4;4,4;19,3
2058;2013-09-05 00:00:00;3;5,6;24
2058;2013-09-06 00:00:00;4,3;8,8;20
2058;2013-09-07 00:00:00;10;10,6;26,5
2058;2013-09-08 00:00:00;-0,5;3,8;27,5
2058;2013-09-09 00:00:00;10;13,7;33,4
2058;2013-09-10 00:00:00;8,7;13,6;26,5
2058;2013-09-11 00:00:00;12;13,6;22,5
2058;2013-09-12 00:00:00;5,9;7,8;12,5
2058;2013-09-13 00:00:00;1,5;3,3;11,5
2058;2013-09-14 00:00:00;-3;0;11,5
2058;2013-09-15 00:00:00;2;2,2;8,3
2058;2013-09-16 00:00:00;-2,8;0,9;10
2058;2013-09-17 00:00:00;-8,6;-5,3;16,5
2058;2013-09-18 00:00:00;-7;-1,5;18,3
2058;2013-09-19 00:00:00;-5,4;0;24,8
2058;2013-09-20 00:00:00;2,2;4;21
2058;2013-09-21 00:00:00;5;5,6;16,5
2058;2013-09-22 00:00:00;-7,5;-5,6;17
2058;2013-09-23 00:00:00;-2,9;-1,8;15
2058;2013-09-24 00:00:00;-11;-5;17,5
2058;2013-09-25 00:00:00;-1;2,2;20
2058;2013-09-26 00:00:00;2,7;4,9;24,3
2058;2013-09-27 00:00:00;5,7;7,6;19
2058;2013-09-28 00:00:00;-2,5;3;5
2058;2013-09-29 00:00:00;2,5;3,2;23,5
2058;2013-09-30 00:00:00;7;7,8;14,5
2058;2013-10-01 00:00:00;6;7,3;14
2058;2013-10-02 00:00:00;0;2;19,8
2058;2013-10-03 00:00:00;6,2;9,7;16,5
2058;2013-10-04 00:00:00;-4,7;2,2;20,5
2058;2013-10-05 00:00:00;4,8;8,2;25,8
2058;2013-12-11 00:00:00;8,8;13,4;32,5
2058;2013-12-12 00:00:00;13,4;13,6;34
2058;2013-12-13 00:00:00;15,5;15,6;37,5
2058;2013-12-14 00:00:00;17;19;36,5
2058;2013-12-15 00:00:00;17;21;38,2
2058;2013-12-16 00:00:00;16,3;18,7;38,5
2058;2013-12-17 00:00:00;17,8;22,6;38
2058;2013-12-18 00:00:00;16,4;18,5;33,5
2058;2013-12-19 00:00:00;17,5;17,1;32,5
2058;2013-12-20 00:00:00;17,1;19,9;36,5
2058;2013-12-21 00:00:00;17,5;21;37,2
2058;2013-12-22 00:00:00;16,5;20;38,2
2058;2013-12-23 00:00:00;21;23,6;39
2058;2013-12-24 00:00:00;21;21,2;35
2058;2014-04-20 00:00:00;3,4;5,8;21
2058;2014-04-21 00:00:00;2,9;7,1;21,5
2058;2014-04-22 00:00:00;-0,2;4,2;22,5
2058;2014-04-23 00:00:00;6,8;8,7;23,5
2058;2014-04-24 00:00:00;9,5;11,6;24,5
2058;2014-04-25 00:00:00;10,3;12;21
2058;2014-04-26 00:00:00;8;12;22,5
2058;2014-04-27 00:00:00;9;11,4;16
2058;2014-04-28 00:00:00;6,5;8,1;17
2058;2014-04-29 00:00:00;11,3;11,8;17,5
2058;2014-04-30 00:00:00;1,5;3,9;19
2058;2014-05-01 00:00:00;4;8,6;20,8
2058;2014-05-02 00:00:00;5,5;8;15
2058;2014-05-03 00:00:00;9;10;21,5
